model,layer,erased_concept,nll_nats,n_tokens,n_bytes,ppl,bpb,bpb_delta,precision,seed
google/gemma-3-4b-it,0,eng,7960.0,1563,7171,162.8403565979911,1.601429720468017,-0.007645016253490455,bf16,4
google/gemma-3-4b-it,0,dut,8146.0,1563,7171,183.4188312064871,1.6388500631824705,0.029775326460963036,bf16,4
google/gemma-3-4b-it,0,ind,7872.0,1563,7171,153.92544012408982,1.5837254723020386,-0.02534926441946883,bf16,4
google/gemma-3-4b-it,0,jav,7698.0,1563,7171,137.7091639920784,1.5487193452465822,-0.0603553914749253,bf16,4
google/gemma-3-4b-it,0,sun,8060.0,1563,7171,173.5993121677712,1.621548184292992,0.012473447571484497,bf16,4
google/gemma-3-4b-it,0,ace,7786.0,1563,7171,145.68488063573685,1.56642359341256,-0.04265114330894737,bf16,4
google/gemma-3-4b-it,0,ban,7588.0,1563,7171,128.35071457918298,1.5265890350391096,-0.08248570168239788,bf16,4
google/gemma-3-4b-it,0,baseline,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,3,eng,8072.0,1563,7171,174.93725787996607,1.623962399951989,0.014887663230481518,bf16,4
google/gemma-3-4b-it,3,dut,7994.0,1563,7171,166.421437717728,1.6082699981685085,-0.000804738552999007,bf16,4
google/gemma-3-4b-it,3,ind,7870.0,1563,7171,153.7286045497483,1.5833231030255392,-0.025751633695968223,bf16,4
google/gemma-3-4b-it,3,jav,8002.0,1563,7171,167.27542654885505,1.6098794752745065,0.000804738552999007,bf16,4
google/gemma-3-4b-it,3,sun,8034.0,1563,7171,170.73542961868733,1.6163173836984985,0.007242646976991063,bf16,4
google/gemma-3-4b-it,3,ace,7848.0,1563,7171,151.57995534122094,1.5788970409840448,-0.03017769573746265,bf16,4
google/gemma-3-4b-it,3,ban,7894.0,1563,7171,156.10733663112032,1.5881515343435333,-0.02092320237797418,bf16,4
google/gemma-3-4b-it,3,baseline,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,7,eng,8286.0,1563,7171,200.60615741716617,1.6670159125374358,0.05794117581592828,bf16,4
google/gemma-3-4b-it,7,dut,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,7,ind,8286.0,1563,7171,200.60615741716617,1.6670159125374358,0.05794117581592828,bf16,4
google/gemma-3-4b-it,7,jav,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,7,sun,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,7,ace,8430.0,1563,7171,219.96624181696362,1.6959865004454,0.08691176372389253,bf16,4
google/gemma-3-4b-it,7,ban,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,7,baseline,7998.0,1563,7171,166.84788575557877,1.6090747367215075,0.0,bf16,4
google/gemma-3-4b-it,11,eng,8944.0,1563,7171,305.61582971805393,1.7993954045057718,0.19032066778426437,bf16,4
google/gemma-3-4b-it,11,dut,8162.0,1563,7171,185.3060823578199,1.6420690173944668,0.032994280672959286,bf16,4
google/gemma-3-4b-it,11,ind,10226.0,1563,7171,694.0516526291526,2.0573141107419524,0.4482393740204449,bf16,4
google/gemma-3-4b-it,11,jav,9142.0,1563,7171,346.89020484882894,1.8392299628792224,0.2301552261577149,bf16,4
google/gemma-3-4b-it,11,sun,8600.0,1563,7171,245.24048080202945,1.7301878889478572,0.12111315222634977,bf16,4
google/gemma-3-4b-it,11,ace,10086.0,1563,7171,634.5874152678253,2.029148261386987,0.4200735246654794,bf16,4
