model,layer,erased_concept,nll_nats,n_tokens,n_bytes,ppl,bpb,bpb_delta,precision,seed
bigscience/bloom-1b7,0,eng,5987.0,1281,7171,107.09244439762759,1.2044924292012584,0.0028165849354964134,bf16,5
bigscience/bloom-1b7,0,dut,5987.0,1281,7171,107.09244439762759,1.2044924292012584,0.0028165849354964134,bf16,5
bigscience/bloom-1b7,0,ind,6017.0,1281,7171,109.63006269208823,1.210527968348751,0.008852124082989077,bf16,5
bigscience/bloom-1b7,0,jav,5974.0,1281,7171,106.01113186230859,1.2018770289040117,0.00020118463824969623,bf16,5
bigscience/bloom-1b7,0,sun,5978.0,1281,7171,106.34267539816554,1.2026817674570107,0.0010059231912487032,bf16,5
bigscience/bloom-1b7,0,ace,5962.0,1281,7171,105.02269027493075,1.1994628132450147,-0.0022130310207473247,bf16,5
bigscience/bloom-1b7,0,ban,5976.0,1281,7171,106.17677422216968,1.202279398180511,0.0006035539147490887,bf16,5
bigscience/bloom-1b7,0,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,2,eng,5977.0,1281,7171,106.25969243289053,1.2024805828187608,0.0008047385529987849,bf16,5
bigscience/bloom-1b7,2,dut,5984.0,1281,7171,106.84193587012258,1.2038888752865093,0.0022130310207473247,bf16,5
bigscience/bloom-1b7,2,ind,6006.0,1281,7171,108.69269517465636,1.2083149373280038,0.006639093062241752,bf16,5
bigscience/bloom-1b7,2,jav,5988.0,1281,7171,107.17607769630543,1.2046936138395081,0.0030177695737461097,bf16,5
bigscience/bloom-1b7,2,sun,5968.0,1281,7171,105.51575364498927,1.200669921074513,-0.0010059231912489253,bf16,5
bigscience/bloom-1b7,2,ace,5966.0,1281,7171,105.3511425182686,1.2002675517980137,-0.0014082924677483177,bf16,5
bigscience/bloom-1b7,2,ban,5966.0,1281,7171,105.3511425182686,1.2002675517980137,-0.0014082924677483177,bf16,5
bigscience/bloom-1b7,2,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,5,eng,5972.0,1281,7171,105.84574791481283,1.2014746596275123,-0.00020118463824969623,bf16,5
bigscience/bloom-1b7,5,dut,6010.0,1281,7171,109.03262514094361,1.2091196758810026,0.007443831615240537,bf16,5
bigscience/bloom-1b7,5,ind,6019.0,1281,7171,109.80135963022143,1.2109303376252505,0.00925449335948847,bf16,5
bigscience/bloom-1b7,5,jav,5978.0,1281,7171,106.34267539816554,1.2026817674570107,0.0010059231912487032,bf16,5
bigscience/bloom-1b7,5,sun,5970.0,1281,7171,105.68062197654326,1.2010722903510125,-0.0006035539147495328,bf16,5
bigscience/bloom-1b7,5,ace,6012.0,1281,7171,109.20298858309282,1.2095220451575022,0.007846200891740152,bf16,5
bigscience/bloom-1b7,5,ban,5970.0,1281,7171,105.68062197654326,1.2010722903510125,-0.0006035539147495328,bf16,5
bigscience/bloom-1b7,5,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,7,eng,5983.0,1281,7171,106.7585633141753,1.2036876906482594,0.0020118463824974064,bf16,5
bigscience/bloom-1b7,7,dut,5981.0,1281,7171,106.59201332720973,1.2032853213717598,0.001609477105997792,bf16,5
bigscience/bloom-1b7,7,ind,6003.0,1281,7171,108.4384433721888,1.2077113834132545,0.006035539147492441,bf16,5
bigscience/bloom-1b7,7,jav,5953.0,1281,7171,104.28741191004546,1.197652151500767,-0.004023692764995035,bf16,5
bigscience/bloom-1b7,7,sun,5967.0,1281,7171,105.43341595611794,1.2004687364362634,-0.0012071078294986215,bf16,5
bigscience/bloom-1b7,7,ace,6015.0,1281,7171,109.45903298781373,1.2101255990722515,0.008449754806489462,bf16,5
bigscience/bloom-1b7,7,ban,5956.0,1281,7171,104.53193093510929,1.198255705415516,-0.003420138850245946,bf16,5
bigscience/bloom-1b7,7,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,10,eng,5971.0,1281,7171,105.76315271969642,1.2012734749892626,-0.00040236927649939247,bf16,5
bigscience/bloom-1b7,10,dut,5978.0,1281,7171,106.34267539816554,1.2026817674570107,0.0010059231912487032,bf16,5
bigscience/bloom-1b7,10,ind,6015.0,1281,7171,109.45903298781373,1.2101255990722515,0.008449754806489462,bf16,5
bigscience/bloom-1b7,10,jav,5964.0,1281,7171,105.18678819512554,1.199865182521514,-0.0018106617442479322,bf16,5
bigscience/bloom-1b7,10,sun,5985.0,1281,7171,106.92537353544253,1.204090059924759,0.002414215658997021,bf16,5
bigscience/bloom-1b7,10,ace,6021.0,1281,7171,109.97292421976594,1.2113327069017499,0.009656862635987862,bf16,5
bigscience/bloom-1b7,10,ban,5976.0,1281,7171,106.17677422216968,1.202279398180511,0.0006035539147490887,bf16,5
bigscience/bloom-1b7,10,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,12,eng,5976.0,1281,7171,106.17677422216968,1.202279398180511,0.0006035539147490887,bf16,5
bigscience/bloom-1b7,12,dut,5991.0,1281,7171,107.42736967439258,1.2052971677542574,0.0036213234884954204,bf16,5
bigscience/bloom-1b7,12,ind,6033.0,1281,7171,111.00795590196533,1.213746922560747,0.012071078294984883,bf16,5
bigscience/bloom-1b7,12,jav,5975.0,1281,7171,106.09392071547266,1.2020782135422614,0.00040236927649939247,bf16,5
bigscience/bloom-1b7,12,sun,5976.0,1281,7171,106.17677422216968,1.202279398180511,0.0006035539147490887,bf16,5
bigscience/bloom-1b7,12,ace,6030.0,1281,7171,110.74828828740347,1.2131433686459978,0.011467524380235794,bf16,5
bigscience/bloom-1b7,12,ban,5974.0,1281,7171,106.01113186230859,1.2018770289040117,0.00020118463824969623,bf16,5
bigscience/bloom-1b7,12,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,15,eng,5985.0,1281,7171,106.92537353544253,1.204090059924759,0.002414215658997021,bf16,5
bigscience/bloom-1b7,15,dut,6103.0,1281,7171,117.24276296160427,1.2278298472382296,0.026154002972467616,bf16,5
bigscience/bloom-1b7,15,ind,6073.0,1281,7171,114.52893271396397,1.221794308090737,0.020118463824974953,bf16,5
bigscience/bloom-1b7,15,jav,5983.0,1281,7171,106.7585633141753,1.2036876906482594,0.0020118463824974064,bf16,5
bigscience/bloom-1b7,15,sun,5976.0,1281,7171,106.17677422216968,1.202279398180511,0.0006035539147490887,bf16,5
bigscience/bloom-1b7,15,ace,6059.0,1281,7171,113.2840653339942,1.2189777231552406,0.01730187888947854,bf16,5
bigscience/bloom-1b7,15,ban,5992.0,1281,7171,107.51126453125842,1.2054983523925074,0.0038225081267453387,bf16,5
bigscience/bloom-1b7,15,baseline,5973.0,1281,7171,105.92840761222595,1.201675844265762,0.0,bf16,5
bigscience/bloom-1b7,17,eng,5963.0,1281,7171,105.10470720967454,1.1996639978832644,-0.0020118463824976285,bf16,5
bigscience/bloom-1b7,17,dut,6116.0,1281,7171,118.43863802716321,1.2304452475354763,0.028769403269714333,bf16,5
bigscience/bloom-1b7,17,ind,6112.0,1281,7171,118.0693830250055,1.2296405089824773,0.027964664716715326,bf16,5
